filename,SampleType,SubjectID,SampleID
ID_FRUXFP.mgb,Nasal,Subject_MBPHGO,Sample_ETMPVD
ID_KHIBOZ.mgb,Stool,Subject_UDAXIH,Sample_XDYGUG
ID_GGJYBO.mgb,Nasal,Subject_QCFCTC,Sample_SUZZXF
ID_TDDLGO.mgb,Stool,Subject_STBTCN,Sample_SWDUZA
ID_DWTNBS.mgb,Stool,Subject_ASRHSH,Sample_YYZYIF
ID_UZKLQI.mgb,Nasal,Subject_FNAFXK,Sample_KREFBN
ID_BJBUOY.mgb,Nasal,Subject_BMXKZD,Sample_PMIFPH
ID_ZCWHCG.mgb,Nasal,Subject_NPPGMB,Sample_XEPTZQ
ID_IXAFEY.mgb,Stool,Subject_UDAXIH,Sample_CHVSSA
ID_HAJEAO.mgb,Nasal,Subject_GVWKHI,Sample_QCHCTB
ID_TCJEOZ.mgb,Stool,Subject_CHDMIO,Sample_NYAPZY
ID_LTGZHQ.mgb,Stool,Subject_UDAXIH,Sample_PJVMYR
ID_RRDISB.mgb,Nasal,Subject_ASRHSH,Sample_VVXXQI
ID_UJLHZD.mgb,Nasal,Subject_UDAXIH,Sample_LTYPUO
ID_DOFZPC.mgb,Stool,Subject_TUFRXH,Sample_SIBLHT
ID_KGRRWR.mgb,Stool,Subject_FSIBDT,Sample_DRXTOE
ID_CVQKFR.mgb,Nasal,Subject_FSIBDT,Sample_RETQAH
ID_YTHITE.mgb,Stool,Subject_HBHSCC,Sample_TYOHUW
ID_PJRIQH.mgb,Nasal,Subject_STBTCN,Sample_DUVVRX
ID_MTKTRX.mgb,Stool,Subject_HIFZWD,Sample_FIMGHL
ID_BBYKSG.mgb,Stool,Subject_HBHSCC,Sample_WTOQOX
ID_XBGQMO.mgb,Nasal,Subject_QCFCTC,Sample_WISQJW
ID_SLIDPN.mgb,Stool,Subject_RHVKYY,Sample_JHQQFY
ID_TGKSYK.mgb,Stool,Subject_UDAXIH,Sample_GWHSMH
ID_HMHTVM.mgb,Nasal,Subject_VGLNCV,Sample_OPSNCF
ID_ZAHRNP.mgb,Stool,Subject_VRKADI,Sample_LXHFPW
ID_LPLTXZ.mgb,Nasal,Subject_HBHSCC,Sample_AKMZYN
ID_NKZTAD.mgb,Stool,Subject_QCFCTC,Sample_XQWJPN
ID_JHAJEM.mgb,Nasal,Subject_CHDMIO,Sample_EHQTPI
ID_XTPJKT.mgb,Stool,Subject_MLHEQP,Sample_MNYBJN
ID_UCVUTW.mgb,Nasal,Subject_RIXSNS,Sample_CJALYJ
ID_CQIRAJ.mgb,Stool,Subject_TUFRXH,Sample_MXKMTX
ID_RMSOVF.mgb,Nasal,Subject_HBHSCC,Sample_WPRTSM
ID_GGKVWD.mgb,Nasal,Subject_XSSPHZ,Sample_XDLHRW
ID_LHVLQO.mgb,Nasal,Subject_HBHSCC,Sample_GYEGJF
ID_CWGLPS.mgb,Nasal,Subject_BMXKZD,Sample_XCEQJB
ID_YNVVHX.mgb,Nasal,Subject_RIXSNS,Sample_PKUHKO
ID_WAJGDI.mgb,Stool,Subject_YXWGWJ,Sample_QVISQA
ID_JSCFHK.mgb,Stool,Subject_FOMIUW,Sample_UBSRCA
ID_FVPHLO.mgb,Nasal,Subject_FOMIUW,Sample_KYMAGV
ID_WGANSI.mgb,Nasal,Subject_HBHSCC,Sample_IMDBGH
ID_TMYQKD.mgb,Stool,Subject_UDAXIH,Sample_KQPPFF
ID_KSDTSC.mgb,Stool,Subject_ASRHSH,Sample_VVXXQI
ID_UHNNZH.mgb,Stool,Subject_XSSPHZ,Sample_VLXRRE
ID_DDFSGU.mgb,Nasal,Subject_ULFLLG,Sample_CJVCID
ID_MVDRRR.mgb,Stool,Subject_UDAXIH,Sample_YXYVVE
ID_UQYZWC.mgb,Nasal,Subject_VGLNCV,Sample_ULGMNN
ID_BMMZSJ.mgb,Stool,Subject_UDAXIH,Sample_QQIFIP
ID_MSRZGF.mgb,Nasal,Subject_HIFZWD,Sample_FIMGHL
ID_CBCIXT.mgb,Nasal,Subject_FSIBDT,Sample_GPIKJK
ID_KMRXFJ.mgb,Stool,Subject_UDAXIH,Sample_XVMZRL
ID_OBVBKW.mgb,Nasal,Subject_VGLNCV,Sample_ABUWHP
ID_QGQXCO.mgb,Nasal,Subject_VRKADI,Sample_UTYOAI
ID_BXUISC.mgb,Nasal,Subject_FXORWN,Sample_OXOOMO
ID_JLPCOH.mgb,Nasal,Subject_VGMKIC,Sample_NDAVES
ID_UKUEPZ.mgb,Stool,Subject_VGLNCV,Sample_IKYLUD
ID_EPFBJN.mgb,Stool,Subject_BHBZKM,Sample_AOCHTQ
ID_WBVXMR.mgb,Nasal,Subject_BCUNIB,Sample_AFTIWE
ID_ONHFKY.mgb,Nasal,Subject_UDAXIH,Sample_BXGQZQ
ID_CVXTAJ.mgb,Nasal,Subject_FOMIUW,Sample_NPGBGA
ID_MCPWZQ.mgb,Stool,Subject_UDAXIH,Sample_OCVGUU
ID_DWGTMB.mgb,Stool,Subject_MVULOQ,Sample_KJCHFT
ID_AOCWNX.mgb,Stool,Subject_RJVDEI,Sample_FVNRBV
ID_SHBMXT.mgb,Nasal,Subject_EIEHXR,Sample_BXENBR
ID_CPEYLN.mgb,Stool,Subject_FXORWN,Sample_CFVYAT
ID_RNOFHW.mgb,Nasal,Subject_VGMKIC,Sample_RGPYUL
ID_LHSYJP.mgb,Nasal,Subject_OZRDBU,Sample_XULWYH
ID_EEYIEW.mgb,Stool,Subject_UDAXIH,Sample_ZZHSKA
ID_VGKUEA.mgb,Stool,Subject_STBTCN,Sample_DUVVRX
ID_TMWQXY.mgb,Stool,Subject_ULFLLG,Sample_UCJNYK
ID_CNUXSO.mgb,Nasal,Subject_BMXKZD,Sample_QLBNPM
ID_EHQWZN.mgb,Nasal,Subject_XPCYRY,Sample_CZZIRR
ID_ZEIPZR.mgb,Nasal,Subject_RACYHF,Sample_GTZUKF
ID_TCIMIS.mgb,Nasal,Subject_FSIBDT,Sample_QJLEMS
ID_TZFRME.mgb,Stool,Subject_RIXSNS,Sample_DIHTWW
ID_YWCXWH.mgb,Nasal,Subject_MMTOQI,Sample_CITRKC
ID_LVQRRD.mgb,Nasal,Subject_MEVUJO,Sample_XXIFVJ
ID_XSJRIG.mgb,Nasal,Subject_CHDMIO,Sample_TWVMFZ
ID_CQPPQL.mgb,Nasal,Subject_DDXREI,Sample_DAZEZY
ID_IRKICG.mgb,Stool,Subject_FXORWN,Sample_KNXQDQ
ID_KSBEQM.mgb,Stool,Subject_HBHSCC,Sample_TVFYQE
ID_DHOGEM.mgb,Stool,Subject_ASRHSH,Sample_XXLZER
ID_OCZPYQ.mgb,Stool,Subject_RJVDEI,Sample_RQTUCI
ID_XDGDOS.mgb,Nasal,Subject_FNAFXK,Sample_FGDAMP
ID_SQDSJX.mgb,Nasal,Subject_NFIOHC,Sample_XBTYNC
ID_KDQKXH.mgb,Stool,Subject_UDAXIH,Sample_PHDLRL
ID_NZLZTU.mgb,Nasal,Subject_UDAXIH,Sample_CENDNH
ID_TERCGX.mgb,Stool,Subject_FSIBDT,Sample_UTRGOH
ID_EKMYAN.mgb,Nasal,Subject_XSSPHZ,Sample_KQRCII
ID_NIFVVY.mgb,Nasal,Subject_MMTOQI,Sample_RCHRRC
ID_ARRIGW.mgb,Nasal,Subject_UDAXIH,Sample_PUVQHA
ID_AKEPQD.mgb,Stool,Subject_HBHSCC,Sample_CBEFYT
ID_KCFIXL.mgb,Stool,Subject_VHMDSH,Sample_KCKKTP
ID_JLVUJI.mgb,Nasal,Subject_UDAXIH,Sample_NPTONI
ID_QIVDZA.mgb,Stool,Subject_TUFRXH,Sample_ESSLZK
ID_TTPHCU.mgb,Stool,Subject_OZRDBU,Sample_GKJHPV
ID_NPPVMD.mgb,Stool,Subject_VGLNCV,Sample_YQGGEK
ID_CMEXUB.mgb,Stool,Subject_EIEHXR,Sample_WOXXUI
ID_RUYRLZ.mgb,Stool,Subject_FNAFXK,Sample_XFLDYJ
ID_LXHEFD.mgb,Stool,Subject_MMTOQI,Sample_PGXWEF
ID_QYZHJC.mgb,Stool,Subject_STBTCN,Sample_MBTILI
ID_OBTKIZ.mgb,Stool,Subject_CHDMIO,Sample_RRFMTW
ID_LZPIIP.mgb,Nasal,Subject_ASRHSH,Sample_XJNMAF
ID_DGFBWI.mgb,Stool,Subject_UDAXIH,Sample_FTEYYU
ID_SFVKUV.mgb,Stool,Subject_UDAXIH,Sample_CFYUPO
ID_VQPCIP.mgb,Stool,Subject_RJVDEI,Sample_PKJQYD
ID_KRXYSG.mgb,Nasal,Subject_ASRHSH,Sample_QAYVHB
ID_PWRMKE.mgb,Stool,Subject_UDAXIH,Sample_YNGTUD
ID_DJYPZW.mgb,Stool,Subject_PZNGDD,Sample_VIHMLU
ID_MLHDIL.mgb,Nasal,Subject_ASRHSH,Sample_UIGSMC
ID_KBTHRU.mgb,Nasal,Subject_UDAXIH,Sample_BBLJCU
ID_WLSZPF.mgb,Stool,Subject_NHOSIZ,Sample_CYTYQP
ID_AMXBLL.mgb,Nasal,Subject_RACYHF,Sample_BSQQSQ
ID_ZMXLYY.mgb,Nasal,Subject_UDAXIH,Sample_BJHGGG
ID_SEKQNQ.mgb,Stool,Subject_MMTOQI,Sample_CIVLPM
ID_PTZNFD.mgb,Stool,Subject_HBHSCC,Sample_HMDZDF
ID_WSHGCQ.mgb,Nasal,Subject_UDAXIH,Sample_HBAEDK
ID_PHCXNA.mgb,Stool,Subject_STBTCN,Sample_BXPILA
ID_PGRXXO.mgb,Nasal,Subject_CBVHYJ,Sample_MBZSNE
ID_ECCGCP.mgb,Stool,Subject_FOMIUW,Sample_TNNZXX
ID_TCATBJ.mgb,Nasal,Subject_VRKADI,Sample_DOCPGD
ID_HKRRVK.mgb,Nasal,Subject_VGLNCV,Sample_XXQNGD
ID_PZTGPE.mgb,Nasal,Subject_ASRHSH,Sample_GIKLBN
ID_TVTYLX.mgb,Stool,Subject_UDAXIH,Sample_DQYRXQ
ID_NZMJGK.mgb,Stool,Subject_UDAXIH,Sample_VEODYB
ID_MNDDWF.mgb,Stool,Subject_PZNGDD,Sample_CTJLQR
ID_DXXSBN.mgb,Nasal,Subject_STBTCN,Sample_JGRUDG
ID_KKIIVH.mgb,Nasal,Subject_ZRVXXX,Sample_UOZUEA
ID_RIUKYF.mgb,Nasal,Subject_HIFZWD,Sample_APQTMO
ID_ZYFOXW.mgb,Stool,Subject_UDAXIH,Sample_OHRHJZ
ID_BCOHGF.mgb,Stool,Subject_NPPGMB,Sample_ASPPLG
ID_EYORZK.mgb,Stool,Subject_ULFLLG,Sample_SRYVIR
ID_ZPHRGA.mgb,Nasal,Subject_TUFRXH,Sample_FKESQM
ID_ZVMDJN.mgb,Stool,Subject_RJVDEI,Sample_XPGZIA
ID_EVLRBX.mgb,Stool,Subject_HIFZWD,Sample_VKEHZP
ID_OXCCVJ.mgb,Stool,Subject_ASRHSH,Sample_UIGSMC
ID_DWVFXS.mgb,Stool,Subject_HBHSCC,Sample_AMSLLM
ID_IBGESQ.mgb,Nasal,Subject_EIEHXR,Sample_HSIANW
ID_GMKYOE.mgb,Nasal,Subject_IQTNGR,Sample_DJEJIF
ID_NGFHRX.mgb,Nasal,Subject_AKYEUI,Sample_YXPHCI
ID_IVAZKV.mgb,Stool,Subject_AKYEUI,Sample_LVTGSS
ID_PLNIBD.mgb,Stool,Subject_FNAFXK,Sample_KREFBN
ID_MVHQEW.mgb,Nasal,Subject_ULFLLG,Sample_EVVJTJ
ID_UVWYRE.mgb,Stool,Subject_FNAFXK,Sample_RXYKDT
ID_HHKPJY.mgb,Stool,Subject_CHDMIO,Sample_TPHVOJ
ID_TNLFMD.mgb,Stool,Subject_FXORWN,Sample_VOHTEB
ID_ETQKXV.mgb,Stool,Subject_YXWGWJ,Sample_MYBJNC
ID_QIEWCM.mgb,Nasal,Subject_ODHHCK,Sample_RIVPIL
ID_EBHXEE.mgb,Stool,Subject_TUFRXH,Sample_FKESQM
ID_NTWMQA.mgb,Nasal,Subject_CHDMIO,Sample_QYEGLD
ID_XFSCTH.mgb,Nasal,Subject_UDAXIH,Sample_SXYKEB
ID_BPQBPM.mgb,Nasal,Subject_CHDMIO,Sample_HOSWRI
ID_YWZLUZ.mgb,Nasal,Subject_HBHSCC,Sample_URGNBS
ID_WYMMDY.mgb,Stool,Subject_ASRHSH,Sample_VTMOXH
ID_RCMLJR.mgb,Nasal,Subject_ULFLLG,Sample_SRYVIR
ID_DRNQWD.mgb,Nasal,Subject_VRKADI,Sample_TIKGKI
ID_KFNGLV.mgb,Nasal,Subject_UDAXIH,Sample_IDZLNM
ID_YGVQNI.mgb,Stool,Subject_XSSPHZ,Sample_KQRCII
ID_CFNKVZ.mgb,Stool,Subject_MLHEQP,Sample_GDCAET
ID_EEBJLN.mgb,Nasal,Subject_YXWGWJ,Sample_MJVWVN
ID_JIULZG.mgb,Nasal,Subject_MBPHGO,Sample_XIFIAR
ID_OOSUNR.mgb,Nasal,Subject_HIFZWD,Sample_EZGWMC
ID_BYIDTS.mgb,Nasal,Subject_MEVUJO,Sample_SUJPWO
ID_ZSFGYA.mgb,Nasal,Subject_FNAFXK,Sample_METTVW
ID_ZSZHZB.mgb,Stool,Subject_UDAXIH,Sample_EQLMKU
ID_JORFVZ.mgb,Stool,Subject_MLHEQP,Sample_TTSYIR
ID_YEEIOD.mgb,Nasal,Subject_RACYHF,Sample_RWPZHW
ID_TSMWWV.mgb,Nasal,Subject_ZNZVXZ,Sample_IGOIBD
ID_JEBFZV.mgb,Nasal,Subject_UDAXIH,Sample_EXMTYM
ID_UMQCNQ.mgb,Stool,Subject_UDAXIH,Sample_ZVKVLW
ID_DQHVGC.mgb,Nasal,Subject_VRKADI,Sample_UZJYTV
ID_MXFIDY.mgb,Nasal,Subject_CHDMIO,Sample_BXZMUB
ID_PSEDNX.mgb,Stool,Subject_ASRHSH,Sample_BQBQLA
ID_OGWRBY.mgb,Stool,Subject_UDAXIH,Sample_EYRUSF
ID_XICSJO.mgb,Nasal,Subject_UDAXIH,Sample_CCWGPZ
ID_KMTVOR.mgb,Nasal,Subject_PADLZJ,Sample_GPJICO
ID_YPQLLE.mgb,Stool,Subject_UDAXIH,Sample_IGURIE
ID_WVEKZV.mgb,Nasal,Subject_ICGSWK,Sample_PNZQKK
ID_WVRWRR.mgb,Nasal,Subject_MEVUJO,Sample_UFSSEF
ID_MEJEHG.mgb,Stool,Subject_CBKCQH,Sample_KLYOXG
ID_NUEUBI.mgb,Stool,Subject_TQDMSG,Sample_EQKKMY
ID_RFRSHW.mgb,Nasal,Subject_ASRHSH,Sample_IPMOWO
ID_FIWXCN.mgb,Nasal,Subject_PZNGDD,Sample_WQDPTH
ID_XNARJL.mgb,Stool,Subject_CHDMIO,Sample_LHCGVL
ID_ELUJSA.mgb,Stool,Subject_TQDMSG,Sample_CWBFON
ID_GSNSGC.mgb,Stool,Subject_RHVKYY,Sample_YQICZL
ID_FUJUAB.mgb,Nasal,Subject_HIFZWD,Sample_ACFGIE
ID_MIHMYS.mgb,Stool,Subject_EIEHXR,Sample_EYLQRD
ID_TAVNCM.mgb,Nasal,Subject_TQDMSG,Sample_PKCWPK
ID_JJPPSW.mgb,Stool,Subject_UDAXIH,Sample_WQMQCF
ID_SCXATO.mgb,Stool,Subject_UDAXIH,Sample_TNHFKS
ID_IOYDZY.mgb,Nasal,Subject_VHMDSH,Sample_KYHFZM
ID_CMHVQS.mgb,Stool,Subject_MMTOQI,Sample_MUEMLA
ID_INPTQL.mgb,Stool,Subject_HIFZWD,Sample_ACFGIE
ID_GPHOZN.mgb,Nasal,Subject_VGLNCV,Sample_RXHABA
ID_XVFCCM.mgb,Nasal,Subject_ASRHSH,Sample_PGEZZH
ID_IVDTZG.mgb,Nasal,Subject_CYBDEU,Sample_JHKHZY
ID_GNNAYG.mgb,Stool,Subject_UDAXIH,Sample_JCMQOY
ID_QHDXZP.mgb,Stool,Subject_UDAXIH,Sample_RITVTD
ID_RMGKIV.mgb,Stool,Subject_ICGSWK,Sample_HOUMDX
ID_ZHJQFM.mgb,Stool,Subject_MMTOQI,Sample_NCDPON
ID_NJVCDA.mgb,Stool,Subject_UDAXIH,Sample_QMQBBB
ID_SOVMOW.mgb,Nasal,Subject_UDAXIH,Sample_JIKYLM
ID_VGPBQS.mgb,Stool,Subject_BHBZKM,Sample_WPQRXX
ID_UQRRNC.mgb,Nasal,Subject_NHOSIZ,Sample_GXPNON
ID_QHAFQQ.mgb,Stool,Subject_HBHSCC,Sample_HAMASB
ID_BYTILZ.mgb,Stool,Subject_TUFRXH,Sample_ZMCYWK
ID_LSSTDB.mgb,Stool,Subject_TQDMSG,Sample_MQNQKB
ID_ZQGMWB.mgb,Stool,Subject_UDAXIH,Sample_PFQUXT
ID_ZDZVRI.mgb,Stool,Subject_MLHEQP,Sample_QWURJY
ID_XWNHEK.mgb,Nasal,Subject_HBHSCC,Sample_AMSLLM
ID_EDSZLU.mgb,Stool,Subject_ULFLLG,Sample_QYVTPD
ID_GUUGQU.mgb,Stool,Subject_HBHSCC,Sample_GNCXHE
ID_JHZMEH.mgb,Stool,Subject_ASRHSH,Sample_XJNMAF
ID_NVUPYP.mgb,Nasal,Subject_CHDMIO,Sample_BJCIKW
ID_ODOOWM.mgb,Stool,Subject_XEHFZZ,Sample_VEOLQT
ID_LTONJH.mgb,Stool,Subject_PZNGDD,Sample_TDLDDI
ID_ICEQSO.mgb,Stool,Subject_VRKADI,Sample_YJWGWW
ID_YVIUKY.mgb,Nasal,Subject_GVWKHI,Sample_VRCKHL
ID_LFTRCV.mgb,Nasal,Subject_FSIBDT,Sample_YHYZXZ
ID_FGTPVX.mgb,Nasal,Subject_CHDMIO,Sample_LDBIAS
ID_WPYKJU.mgb,Nasal,Subject_CHDMIO,Sample_SPUYGF
ID_BQQKYL.mgb,Nasal,Subject_UDAXIH,Sample_HPSPAK
ID_WAOPXR.mgb,Nasal,Subject_NPPGMB,Sample_ZXGXUA
ID_NZYZTN.mgb,Nasal,Subject_STBTCN,Sample_SWDUZA
ID_GIAEFN.mgb,Nasal,Subject_UDAXIH,Sample_ARFNUP
ID_AEHLIF.mgb,Stool,Subject_ULFLLG,Sample_PGFDXJ
ID_XBXOWD.mgb,Stool,Subject_CBKCQH,Sample_ZYVJMC
ID_RLZRVP.mgb,Nasal,Subject_NPPGMB,Sample_WIJLAK
ID_LGLRNX.mgb,Nasal,Subject_DDXREI,Sample_OLTKJL
ID_VHJPZO.mgb,Nasal,Subject_PZNGDD,Sample_UPMPTV
ID_ISNUQO.mgb,Stool,Subject_BHBZKM,Sample_EVYGIE
ID_EXJIWD.mgb,Stool,Subject_FXORWN,Sample_OSZKHR
ID_WYECGU.mgb,Nasal,Subject_CHDMIO,Sample_PGFAZH
ID_MUJIVI.mgb,Stool,Subject_PZNGDD,Sample_IECKEF
ID_XRPWHA.mgb,Stool,Subject_HIFZWD,Sample_AULWKZ
ID_VKWHQF.mgb,Nasal,Subject_RJVDEI,Sample_FNRYMV
ID_BJABXF.mgb,Stool,Subject_UDAXIH,Sample_LWHBVD
ID_KCBPGE.mgb,Nasal,Subject_PZNGDD,Sample_VIHMLU
ID_OHGVPM.mgb,Nasal,Subject_FSIBDT,Sample_OJRWVJ
ID_WNAKTZ.mgb,Nasal,Subject_HBHSCC,Sample_CRYKPT
ID_XLRDEY.mgb,Nasal,Subject_ICGSWK,Sample_IXDZMU
ID_EFHTFR.mgb,Stool,Subject_VGLNCV,Sample_HFMUSJ
ID_VNRKYC.mgb,Stool,Subject_YXWGWJ,Sample_TDBWEG
ID_DCXMIR.mgb,Stool,Subject_GVWKHI,Sample_VRCKHL
ID_HPFIYU.mgb,Nasal,Subject_UDAXIH,Sample_UMRFTO
ID_SRENLD.mgb,Nasal,Subject_MMTOQI,Sample_TIZJKK
ID_XCSXPN.mgb,Nasal,Subject_STBTCN,Sample_MBTILI
ID_RBGQMM.mgb,Stool,Subject_UDAXIH,Sample_OVZJXA
ID_AQLRBI.mgb,Nasal,Subject_VGLNCV,Sample_UPNILO
ID_XISOQZ.mgb,Stool,Subject_FOMIUW,Sample_ZEQDUS
ID_HBDGLE.mgb,Nasal,Subject_VRKADI,Sample_PLVIMM
ID_XZQNJC.mgb,Nasal,Subject_FXORWN,Sample_OSZKHR
ID_QRMOMU.mgb,Stool,Subject_UDAXIH,Sample_MQEXHA
ID_UCJVWG.mgb,Stool,Subject_NPPGMB,Sample_UKMFKT
ID_ENPDII.mgb,Nasal,Subject_EIEHXR,Sample_BCJTCZ
ID_BFPKJO.mgb,Stool,Subject_UDAXIH,Sample_DTBOTV
ID_XUBOWK.mgb,Stool,Subject_CHDMIO,Sample_OHRGYY
ID_XPZYIB.mgb,Stool,Subject_RHVKYY,Sample_NLVABI
ID_NWOTLM.mgb,Stool,Subject_UDAXIH,Sample_NCYETJ
ID_VDWNHZ.mgb,Stool,Subject_UDAXIH,Sample_SXFUVN
ID_PSWUIW.mgb,Nasal,Subject_SPQQFB,Sample_RPBLUV
ID_WPPAIB.mgb,Stool,Subject_FSIBDT,Sample_YHYZXZ
ID_FILPKR.mgb,Stool,Subject_UDAXIH,Sample_RPHHJW
ID_PUPNYR.mgb,Stool,Subject_STBTCN,Sample_IVRQJU
ID_IMTNDM.mgb,Stool,Subject_VSSQKI,Sample_IHEVCE
ID_TKLCDB.mgb,Nasal,Subject_ICGSWK,Sample_NOTSHK
ID_VQJMFY.mgb,Stool,Subject_FOMIUW,Sample_HYORMD
ID_GUUFXF.mgb,Nasal,Subject_MMTOQI,Sample_YDHUUO
ID_GRHMZM.mgb,Nasal,Subject_SPQQFB,Sample_PFDHDJ
ID_GKZLFR.mgb,Nasal,Subject_BLGVHV,Sample_YMGCIN
ID_ULNPYS.mgb,Stool,Subject_VGMKIC,Sample_UDOMXK
ID_DEEOPS.mgb,Stool,Subject_FOMIUW,Sample_DBLATW
ID_DXLBDU.mgb,Stool,Subject_UDAXIH,Sample_YJMORU
ID_RPQAQR.mgb,Stool,Subject_UDAXIH,Sample_HBAEDK
ID_GWHUEE.mgb,Stool,Subject_CYBDEU,Sample_WHHHOU
ID_RPQMXJ.mgb,Stool,Subject_MLHEQP,Sample_YNHTEX
ID_FVLZPX.mgb,Stool,Subject_CHDMIO,Sample_QQFIKX
ID_HXIDJM.mgb,Nasal,Subject_CHDMIO,Sample_QCTJEC
ID_XAOUIV.mgb,Nasal,Subject_CHDMIO,Sample_YZLEIX
ID_HYQCVN.mgb,Nasal,Subject_UDAXIH,Sample_NRWNCC
ID_UTLMJF.mgb,Nasal,Subject_FNAFXK,Sample_ARYIGV
ID_EPHGWF.mgb,Nasal,Subject_HBHSCC,Sample_CJSXSR
ID_PNCHPK.mgb,Stool,Subject_HBHSCC,Sample_HXBXFG
ID_DIQPCS.mgb,Stool,Subject_FSIBDT,Sample_AQXIRJ
